CustomerID,TransactionID,TransactionDate,AmountSpent,ProductCategory,Age,Gender,MaritalStatus,IncomeLevel,InteractionID,InteractionDate,InteractionType,ResolutionStatus,LastLoginDate,LoginFrequency,ServiceUsage,ChurnStatus
246,4954,2022-08-23,346.82,Furniture,65,F,Divorced,Medium,2590.0,2022-09-30,Inquiry,Resolved,2023-03-24,40,Mobile App,0
246,7906,2022-08-04,253.19,Clothing,65,F,Divorced,Medium,2590.0,2022-09-30,Inquiry,Resolved,2023-03-24,40,Mobile App,0
246,8502,2022-06-24,89.8,Clothing,65,F,Divorced,Medium,2590.0,2022-09-30,Inquiry,Resolved,2023-03-24,40,Mobile App,0
247,4552,2022-10-06,154.02,Electronics,58,F,Divorced,Medium,2016.0,2022-02-23,Feedback,Resolved,2023-12-24,2,Online Banking,0
247,4552,2022-10-06,154.02,Electronics,58,F,Divorced,Medium,5434.0,2022-10-23,Complaint,Resolved,2023-12-24,2,Online Banking,0
247,7625,2022-04-21,114.96,Electronics,58,F,Divorced,Medium,2016.0,2022-02-23,Feedback,Resolved,2023-12-24,2,Online Banking,0
247,7625,2022-04-21,114.96,Electronics,58,F,Divorced,Medium,5434.0,2022-10-23,Complaint,Resolved,2023-12-24,2,Online Banking,0
247,2704,2022-02-06,406.81,Clothing,58,F,Divorced,Medium,2016.0,2022-02-23,Feedback,Resolved,2023-12-24,2,Online Banking,0
247,2704,2022-02-06,406.81,Clothing,58,F,Divorced,Medium,5434.0,2022-10-23,Complaint,Resolved,2023-12-24,2,Online Banking,0
247,7405,2022-06-17,259.07,Clothing,58,F,Divorced,Medium,2016.0,2022-02-23,Feedback,Resolved,2023-12-24,2,Online Banking,0
247,7405,2022-06-17,259.07,Clothing,58,F,Divorced,Medium,5434.0,2022-10-23,Complaint,Resolved,2023-12-24,2,Online Banking,0
247,5287,2022-06-21,485.95,Clothing,58,F,Divorced,Medium,2016.0,2022-02-23,Feedback,Resolved,2023-12-24,2,Online Banking,0
247,5287,2022-06-21,485.95,Clothing,58,F,Divorced,Medium,5434.0,2022-10-23,Complaint,Resolved,2023-12-24,2,Online Banking,0
247,4130,2022-09-05,22.47,Groceries,58,F,Divorced,Medium,2016.0,2022-02-23,Feedback,Resolved,2023-12-24,2,Online Banking,0
247,4130,2022-09-05,22.47,Groceries,58,F,Divorced,Medium,5434.0,2022-10-23,Complaint,Resolved,2023-12-24,2,Online Banking,0
247,8725,2022-01-08,444.4,Clothing,58,F,Divorced,Medium,2016.0,2022-02-23,Feedback,Resolved,2023-12-24,2,Online Banking,0
247,8725,2022-01-08,444.4,Clothing,58,F,Divorced,Medium,5434.0,2022-10-23,Complaint,Resolved,2023-12-24,2,Online Banking,0
248,7835,2022-06-12,204.89,Furniture,20,M,Married,High,9511.0,2022-06-26,Complaint,Unresolved,2023-08-26,30,Online Banking,1
248,3229,2022-11-21,414.89,Books,20,M,Married,High,9511.0,2022-06-26,Complaint,Unresolved,2023-08-26,30,Online Banking,1
248,1158,2022-08-30,405.75,Groceries,20,M,Married,High,9511.0,2022-06-26,Complaint,Unresolved,2023-08-26,30,Online Banking,1
248,8052,2022-11-03,379.88,Clothing,20,M,Married,High,9511.0,2022-06-26,Complaint,Unresolved,2023-08-26,30,Online Banking,1
248,3863,2022-11-17,113.73,Furniture,20,M,Married,High,9511.0,2022-06-26,Complaint,Unresolved,2023-08-26,30,Online Banking,1
249,7067,2022-01-27,356.39,Books,45,F,Widowed,Low,7243.0,2022-01-13,Complaint,Unresolved,2023-02-06,40,Website,0
250,7796,2022-01-28,400.78,Books,37,M,Widowed,Low,9779.0,2022-04-15,Inquiry,Resolved,2023-01-09,32,Website,0
250,6699,2022-01-07,27.98,Clothing,37,M,Widowed,Low,9779.0,2022-04-15,Inquiry,Resolved,2023-01-09,32,Website,0
250,4796,2022-12-28,90.66,Electronics,37,M,Widowed,Low,9779.0,2022-04-15,Inquiry,Resolved,2023-01-09,32,Website,0
250,5324,2022-04-04,353.55,Electronics,37,M,Widowed,Low,9779.0,2022-04-15,Inquiry,Resolved,2023-01-09,32,Website,0
250,4937,2022-04-12,281.14,Furniture,37,M,Widowed,Low,9779.0,2022-04-15,Inquiry,Resolved,2023-01-09,32,Website,0
250,1480,2022-11-10,166.39,Groceries,37,M,Widowed,Low,9779.0,2022-04-15,Inquiry,Resolved,2023-01-09,32,Website,0
250,9883,2022-01-25,286.86,Groceries,37,M,Widowed,Low,9779.0,2022-04-15,Inquiry,Resolved,2023-01-09,32,Website,0
251,3902,2022-12-05,251.56,Groceries,43,F,Divorced,Medium,7921.0,2022-10-13,Complaint,Resolved,2023-03-24,28,Website,1
251,3636,2022-05-08,217.4,Furniture,43,F,Divorced,Medium,7921.0,2022-10-13,Complaint,Resolved,2023-03-24,28,Website,1
251,4135,2022-01-16,204.24,Electronics,43,F,Divorced,Medium,7921.0,2022-10-13,Complaint,Resolved,2023-03-24,28,Website,1
251,2531,2022-03-31,346.3,Books,43,F,Divorced,Medium,7921.0,2022-10-13,Complaint,Resolved,2023-03-24,28,Website,1
251,9394,2022-10-05,295.09,Clothing,43,F,Divorced,Medium,7921.0,2022-10-13,Complaint,Resolved,2023-03-24,28,Website,1
251,9621,2022-06-13,280.13,Books,43,F,Divorced,Medium,7921.0,2022-10-13,Complaint,Resolved,2023-03-24,28,Website,1
251,4005,2022-04-28,374.07,Furniture,43,F,Divorced,Medium,7921.0,2022-10-13,Complaint,Resolved,2023-03-24,28,Website,1
252,5445,2022-02-28,308.11,Clothing,41,M,Widowed,Medium,NoInteraction,,None,None,2023-08-11,11,Online Banking,1
252,3167,2022-04-20,8.69,Groceries,41,M,Widowed,Medium,NoInteraction,,None,None,2023-08-11,11,Online Banking,1
252,3115,2022-05-03,489.77,Groceries,41,M,Widowed,Medium,NoInteraction,,None,None,2023-08-11,11,Online Banking,1
252,2313,2022-07-28,174.14,Groceries,41,M,Widowed,Medium,NoInteraction,,None,None,2023-08-11,11,Online Banking,1
253,3477,2022-07-22,479.69,Electronics,69,M,Single,Medium,7241.0,2022-07-22,Complaint,Resolved,2023-12-03,7,Online Banking,0
253,7632,2022-02-19,103.82,Furniture,69,M,Single,Medium,7241.0,2022-07-22,Complaint,Resolved,2023-12-03,7,Online Banking,0
253,2326,2022-01-25,447.08,Books,69,M,Single,Medium,7241.0,2022-07-22,Complaint,Resolved,2023-12-03,7,Online Banking,0
253,5613,2022-12-01,179.77,Clothing,69,M,Single,Medium,7241.0,2022-07-22,Complaint,Resolved,2023-12-03,7,Online Banking,0
253,7642,2022-08-19,108.75,Clothing,69,M,Single,Medium,7241.0,2022-07-22,Complaint,Resolved,2023-12-03,7,Online Banking,0
254,6544,2022-10-03,444.41,Groceries,64,F,Married,Low,7813.0,2022-07-12,Complaint,Unresolved,2023-08-25,1,Mobile App,1
254,6544,2022-10-03,444.41,Groceries,64,F,Married,Low,7136.0,2022-07-28,Inquiry,Resolved,2023-08-25,1,Mobile App,1
254,1921,2022-07-15,40.58,Books,64,F,Married,Low,7813.0,2022-07-12,Complaint,Unresolved,2023-08-25,1,Mobile App,1
254,1921,2022-07-15,40.58,Books,64,F,Married,Low,7136.0,2022-07-28,Inquiry,Resolved,2023-08-25,1,Mobile App,1
254,2793,2022-02-09,201.0,Furniture,64,F,Married,Low,7813.0,2022-07-12,Complaint,Unresolved,2023-08-25,1,Mobile App,1
254,2793,2022-02-09,201.0,Furniture,64,F,Married,Low,7136.0,2022-07-28,Inquiry,Resolved,2023-08-25,1,Mobile App,1
254,6401,2022-09-03,163.23,Electronics,64,F,Married,Low,7813.0,2022-07-12,Complaint,Unresolved,2023-08-25,1,Mobile App,1
254,6401,2022-09-03,163.23,Electronics,64,F,Married,Low,7136.0,2022-07-28,Inquiry,Resolved,2023-08-25,1,Mobile App,1
254,4804,2022-01-10,274.4,Furniture,64,F,Married,Low,7813.0,2022-07-12,Complaint,Unresolved,2023-08-25,1,Mobile App,1
254,4804,2022-01-10,274.4,Furniture,64,F,Married,Low,7136.0,2022-07-28,Inquiry,Resolved,2023-08-25,1,Mobile App,1
254,1885,2022-03-22,36.71,Electronics,64,F,Married,Low,7813.0,2022-07-12,Complaint,Unresolved,2023-08-25,1,Mobile App,1
254,1885,2022-03-22,36.71,Electronics,64,F,Married,Low,7136.0,2022-07-28,Inquiry,Resolved,2023-08-25,1,Mobile App,1
254,9954,2022-06-16,337.91,Clothing,64,F,Married,Low,7813.0,2022-07-12,Complaint,Unresolved,2023-08-25,1,Mobile App,1
254,9954,2022-06-16,337.91,Clothing,64,F,Married,Low,7136.0,2022-07-28,Inquiry,Resolved,2023-08-25,1,Mobile App,1
254,3348,2022-01-21,231.85,Books,64,F,Married,Low,7813.0,2022-07-12,Complaint,Unresolved,2023-08-25,1,Mobile App,1
254,3348,2022-01-21,231.85,Books,64,F,Married,Low,7136.0,2022-07-28,Inquiry,Resolved,2023-08-25,1,Mobile App,1
254,1055,2022-12-09,490.17,Electronics,64,F,Married,Low,7813.0,2022-07-12,Complaint,Unresolved,2023-08-25,1,Mobile App,1
254,1055,2022-12-09,490.17,Electronics,64,F,Married,Low,7136.0,2022-07-28,Inquiry,Resolved,2023-08-25,1,Mobile App,1
255,7483,2022-02-15,381.38,Furniture,38,M,Divorced,Medium,3218.0,2022-04-16,Complaint,Unresolved,2023-06-17,43,Mobile App,0
255,1115,2022-12-28,495.75,Furniture,38,M,Divorced,Medium,3218.0,2022-04-16,Complaint,Unresolved,2023-06-17,43,Mobile App,0
255,9549,2022-08-06,14.8,Clothing,38,M,Divorced,Medium,3218.0,2022-04-16,Complaint,Unresolved,2023-06-17,43,Mobile App,0
255,6359,2022-09-19,360.88,Furniture,38,M,Divorced,Medium,3218.0,2022-04-16,Complaint,Unresolved,2023-06-17,43,Mobile App,0
255,1996,2022-06-26,490.36,Electronics,38,M,Divorced,Medium,3218.0,2022-04-16,Complaint,Unresolved,2023-06-17,43,Mobile App,0
255,7453,2022-03-10,476.74,Books,38,M,Divorced,Medium,3218.0,2022-04-16,Complaint,Unresolved,2023-06-17,43,Mobile App,0
255,7461,2022-11-06,452.78,Books,38,M,Divorced,Medium,3218.0,2022-04-16,Complaint,Unresolved,2023-06-17,43,Mobile App,0
256,9938,2022-10-07,208.67,Groceries,47,F,Widowed,Medium,9859.0,2022-05-13,Inquiry,Resolved,2023-08-26,28,Mobile App,0
256,9938,2022-10-07,208.67,Groceries,47,F,Widowed,Medium,3326.0,2022-08-10,Feedback,Unresolved,2023-08-26,28,Mobile App,0
257,5448,2022-01-22,92.62,Furniture,21,F,Widowed,Low,4141.0,2022-12-24,Inquiry,Resolved,2023-01-31,39,Website,0
258,6877,2022-04-29,403.78,Groceries,53,M,Single,Low,7607.0,2022-07-22,Complaint,Unresolved,2023-06-17,19,Mobile App,0
258,6877,2022-04-29,403.78,Groceries,53,M,Single,Low,5207.0,2022-11-08,Feedback,Resolved,2023-06-17,19,Mobile App,0
258,8637,2022-11-06,108.43,Groceries,53,M,Single,Low,7607.0,2022-07-22,Complaint,Unresolved,2023-06-17,19,Mobile App,0
258,8637,2022-11-06,108.43,Groceries,53,M,Single,Low,5207.0,2022-11-08,Feedback,Resolved,2023-06-17,19,Mobile App,0
258,3964,2022-10-12,276.42,Clothing,53,M,Single,Low,7607.0,2022-07-22,Complaint,Unresolved,2023-06-17,19,Mobile App,0
258,3964,2022-10-12,276.42,Clothing,53,M,Single,Low,5207.0,2022-11-08,Feedback,Resolved,2023-06-17,19,Mobile App,0
258,5108,2022-02-16,44.22,Groceries,53,M,Single,Low,7607.0,2022-07-22,Complaint,Unresolved,2023-06-17,19,Mobile App,0
258,5108,2022-02-16,44.22,Groceries,53,M,Single,Low,5207.0,2022-11-08,Feedback,Resolved,2023-06-17,19,Mobile App,0
259,8030,2022-10-22,336.72,Furniture,57,M,Widowed,High,4771.0,2022-06-06,Feedback,Resolved,2023-03-16,39,Online Banking,0
259,7294,2022-05-25,367.84,Clothing,57,M,Widowed,High,4771.0,2022-06-06,Feedback,Resolved,2023-03-16,39,Online Banking,0
259,4425,2022-02-05,45.1,Books,57,M,Widowed,High,4771.0,2022-06-06,Feedback,Resolved,2023-03-16,39,Online Banking,0
259,3885,2022-05-26,136.69,Furniture,57,M,Widowed,High,4771.0,2022-06-06,Feedback,Resolved,2023-03-16,39,Online Banking,0
259,2849,2022-01-09,137.39,Electronics,57,M,Widowed,High,4771.0,2022-06-06,Feedback,Resolved,2023-03-16,39,Online Banking,0
259,1354,2022-06-23,445.93,Books,57,M,Widowed,High,4771.0,2022-06-06,Feedback,Resolved,2023-03-16,39,Online Banking,0
260,2089,2022-09-20,326.35,Furniture,27,M,Single,Low,4118.0,2022-12-26,Inquiry,Resolved,2023-08-24,32,Website,1
260,5858,2022-06-19,454.65,Books,27,M,Single,Low,4118.0,2022-12-26,Inquiry,Resolved,2023-08-24,32,Website,1
260,7536,2022-04-04,406.11,Furniture,27,M,Single,Low,4118.0,2022-12-26,Inquiry,Resolved,2023-08-24,32,Website,1
260,6113,2022-07-08,73.27,Clothing,27,M,Single,Low,4118.0,2022-12-26,Inquiry,Resolved,2023-08-24,32,Website,1
260,5648,2022-09-15,382.53,Furniture,27,M,Single,Low,4118.0,2022-12-26,Inquiry,Resolved,2023-08-24,32,Website,1
260,4525,2022-03-05,132.46,Electronics,27,M,Single,Low,4118.0,2022-12-26,Inquiry,Resolved,2023-08-24,32,Website,1
260,4655,2022-10-31,467.01,Groceries,27,M,Single,Low,4118.0,2022-12-26,Inquiry,Resolved,2023-08-24,32,Website,1
260,6379,2022-03-21,153.34,Clothing,27,M,Single,Low,4118.0,2022-12-26,Inquiry,Resolved,2023-08-24,32,Website,1
261,8196,2022-05-31,489.07,Clothing,27,M,Married,Low,2095.0,2022-05-30,Complaint,Unresolved,2023-05-29,49,Online Banking,1
262,2729,2022-12-05,389.3,Books,59,F,Divorced,High,8719.0,2022-04-18,Feedback,Unresolved,2023-02-04,30,Website,1
262,2729,2022-12-05,389.3,Books,59,F,Divorced,High,8652.0,2022-03-03,Feedback,Unresolved,2023-02-04,30,Website,1
262,7181,2022-11-22,114.63,Groceries,59,F,Divorced,High,8719.0,2022-04-18,Feedback,Unresolved,2023-02-04,30,Website,1
262,7181,2022-11-22,114.63,Groceries,59,F,Divorced,High,8652.0,2022-03-03,Feedback,Unresolved,2023-02-04,30,Website,1
262,2456,2022-02-13,269.19,Furniture,59,F,Divorced,High,8719.0,2022-04-18,Feedback,Unresolved,2023-02-04,30,Website,1
262,2456,2022-02-13,269.19,Furniture,59,F,Divorced,High,8652.0,2022-03-03,Feedback,Unresolved,2023-02-04,30,Website,1
262,1584,2022-10-10,373.09,Books,59,F,Divorced,High,8719.0,2022-04-18,Feedback,Unresolved,2023-02-04,30,Website,1
262,1584,2022-10-10,373.09,Books,59,F,Divorced,High,8652.0,2022-03-03,Feedback,Unresolved,2023-02-04,30,Website,1
262,9387,2022-01-19,339.95,Groceries,59,F,Divorced,High,8719.0,2022-04-18,Feedback,Unresolved,2023-02-04,30,Website,1
262,9387,2022-01-19,339.95,Groceries,59,F,Divorced,High,8652.0,2022-03-03,Feedback,Unresolved,2023-02-04,30,Website,1
262,2584,2022-10-29,38.6,Furniture,59,F,Divorced,High,8719.0,2022-04-18,Feedback,Unresolved,2023-02-04,30,Website,1
262,2584,2022-10-29,38.6,Furniture,59,F,Divorced,High,8652.0,2022-03-03,Feedback,Unresolved,2023-02-04,30,Website,1
262,8409,2022-10-22,474.7,Electronics,59,F,Divorced,High,8719.0,2022-04-18,Feedback,Unresolved,2023-02-04,30,Website,1
262,8409,2022-10-22,474.7,Electronics,59,F,Divorced,High,8652.0,2022-03-03,Feedback,Unresolved,2023-02-04,30,Website,1
262,7064,2022-07-18,468.35,Clothing,59,F,Divorced,High,8719.0,2022-04-18,Feedback,Unresolved,2023-02-04,30,Website,1
262,7064,2022-07-18,468.35,Clothing,59,F,Divorced,High,8652.0,2022-03-03,Feedback,Unresolved,2023-02-04,30,Website,1
262,7291,2022-04-01,472.78,Clothing,59,F,Divorced,High,8719.0,2022-04-18,Feedback,Unresolved,2023-02-04,30,Website,1
262,7291,2022-04-01,472.78,Clothing,59,F,Divorced,High,8652.0,2022-03-03,Feedback,Unresolved,2023-02-04,30,Website,1
263,6273,2022-11-10,13.04,Groceries,41,M,Single,Low,2855.0,2022-05-20,Complaint,Resolved,2023-12-28,2,Website,0
263,6273,2022-11-10,13.04,Groceries,41,M,Single,Low,5948.0,2022-07-07,Feedback,Resolved,2023-12-28,2,Website,0
264,9290,2022-07-23,207.81,Electronics,21,F,Widowed,High,4497.0,2022-03-05,Inquiry,Resolved,2023-03-08,44,Online Banking,0
264,2079,2022-04-26,317.21,Books,21,F,Widowed,High,4497.0,2022-03-05,Inquiry,Resolved,2023-03-08,44,Online Banking,0
265,4097,2022-08-28,95.34,Furniture,64,M,Widowed,Low,NoInteraction,,None,None,2023-04-06,43,Online Banking,0
265,3344,2022-02-19,294.83,Groceries,64,M,Widowed,Low,NoInteraction,,None,None,2023-04-06,43,Online Banking,0
265,6570,2022-03-10,223.77,Groceries,64,M,Widowed,Low,NoInteraction,,None,None,2023-04-06,43,Online Banking,0
265,5687,2022-08-14,404.47,Books,64,M,Widowed,Low,NoInteraction,,None,None,2023-04-06,43,Online Banking,0
265,4349,2022-06-11,493.46,Clothing,64,M,Widowed,Low,NoInteraction,,None,None,2023-04-06,43,Online Banking,0
266,7920,2022-04-21,459.39,Books,44,M,Married,High,6179.0,2022-12-02,Inquiry,Resolved,2023-01-07,37,Online Banking,0
267,1056,2022-11-23,208.45,Books,68,F,Single,Medium,4126.0,2022-10-04,Inquiry,Unresolved,2023-11-24,19,Online Banking,0
267,7129,2022-04-13,34.16,Clothing,68,F,Single,Medium,4126.0,2022-10-04,Inquiry,Unresolved,2023-11-24,19,Online Banking,0
267,5973,2022-04-03,218.75,Electronics,68,F,Single,Medium,4126.0,2022-10-04,Inquiry,Unresolved,2023-11-24,19,Online Banking,0
268,1850,2022-02-04,214.39,Books,62,M,Divorced,Medium,NoInteraction,,None,None,2023-12-19,26,Mobile App,0
268,6537,2022-04-05,166.83,Books,62,M,Divorced,Medium,NoInteraction,,None,None,2023-12-19,26,Mobile App,0
268,4555,2022-11-13,164.96,Clothing,62,M,Divorced,Medium,NoInteraction,,None,None,2023-12-19,26,Mobile App,0
268,7233,2022-03-12,298.18,Electronics,62,M,Divorced,Medium,NoInteraction,,None,None,2023-12-19,26,Mobile App,0
268,7123,2022-10-31,251.8,Electronics,62,M,Divorced,Medium,NoInteraction,,None,None,2023-12-19,26,Mobile App,0
269,2475,2022-08-29,380.93,Books,21,F,Widowed,Medium,6563.0,2022-01-09,Feedback,Unresolved,2023-06-16,1,Mobile App,0
269,2475,2022-08-29,380.93,Books,21,F,Widowed,Medium,7076.0,2022-05-19,Feedback,Resolved,2023-06-16,1,Mobile App,0
269,5015,2022-12-12,341.58,Furniture,21,F,Widowed,Medium,6563.0,2022-01-09,Feedback,Unresolved,2023-06-16,1,Mobile App,0
269,5015,2022-12-12,341.58,Furniture,21,F,Widowed,Medium,7076.0,2022-05-19,Feedback,Resolved,2023-06-16,1,Mobile App,0
269,7163,2022-05-26,335.38,Electronics,21,F,Widowed,Medium,6563.0,2022-01-09,Feedback,Unresolved,2023-06-16,1,Mobile App,0
269,7163,2022-05-26,335.38,Electronics,21,F,Widowed,Medium,7076.0,2022-05-19,Feedback,Resolved,2023-06-16,1,Mobile App,0
269,3768,2022-11-29,131.9,Electronics,21,F,Widowed,Medium,6563.0,2022-01-09,Feedback,Unresolved,2023-06-16,1,Mobile App,0
269,3768,2022-11-29,131.9,Electronics,21,F,Widowed,Medium,7076.0,2022-05-19,Feedback,Resolved,2023-06-16,1,Mobile App,0
269,5985,2022-11-16,20.92,Electronics,21,F,Widowed,Medium,6563.0,2022-01-09,Feedback,Unresolved,2023-06-16,1,Mobile App,0
269,5985,2022-11-16,20.92,Electronics,21,F,Widowed,Medium,7076.0,2022-05-19,Feedback,Resolved,2023-06-16,1,Mobile App,0
269,9823,2022-05-28,196.16,Clothing,21,F,Widowed,Medium,6563.0,2022-01-09,Feedback,Unresolved,2023-06-16,1,Mobile App,0
269,9823,2022-05-28,196.16,Clothing,21,F,Widowed,Medium,7076.0,2022-05-19,Feedback,Resolved,2023-06-16,1,Mobile App,0
269,3567,2022-10-23,495.06,Books,21,F,Widowed,Medium,6563.0,2022-01-09,Feedback,Unresolved,2023-06-16,1,Mobile App,0
269,3567,2022-10-23,495.06,Books,21,F,Widowed,Medium,7076.0,2022-05-19,Feedback,Resolved,2023-06-16,1,Mobile App,0
269,8376,2022-10-22,78.45,Furniture,21,F,Widowed,Medium,6563.0,2022-01-09,Feedback,Unresolved,2023-06-16,1,Mobile App,0
269,8376,2022-10-22,78.45,Furniture,21,F,Widowed,Medium,7076.0,2022-05-19,Feedback,Resolved,2023-06-16,1,Mobile App,0
269,8345,2022-03-26,143.49,Books,21,F,Widowed,Medium,6563.0,2022-01-09,Feedback,Unresolved,2023-06-16,1,Mobile App,0
269,8345,2022-03-26,143.49,Books,21,F,Widowed,Medium,7076.0,2022-05-19,Feedback,Resolved,2023-06-16,1,Mobile App,0
270,6555,2022-11-24,199.25,Furniture,49,M,Single,High,6095.0,2022-03-16,Inquiry,Unresolved,2023-04-12,42,Mobile App,0
270,4437,2022-02-09,58.28,Furniture,49,M,Single,High,6095.0,2022-03-16,Inquiry,Unresolved,2023-04-12,42,Mobile App,0
270,4447,2022-08-21,477.21,Books,49,M,Single,High,6095.0,2022-03-16,Inquiry,Unresolved,2023-04-12,42,Mobile App,0
271,3026,2022-02-02,305.18,Furniture,27,M,Widowed,Medium,NoInteraction,,None,None,2023-10-28,28,Online Banking,1
271,2051,2022-04-17,203.01,Books,27,M,Widowed,Medium,NoInteraction,,None,None,2023-10-28,28,Online Banking,1
271,2896,2022-12-25,357.78,Electronics,27,M,Widowed,Medium,NoInteraction,,None,None,2023-10-28,28,Online Banking,1
272,3754,2022-03-31,278.76,Groceries,28,F,Divorced,Low,3826.0,2022-08-30,Inquiry,Unresolved,2023-07-16,26,Online Banking,1
272,3754,2022-03-31,278.76,Groceries,28,F,Divorced,Low,3874.0,2022-12-18,Feedback,Unresolved,2023-07-16,26,Online Banking,1
272,3651,2022-01-17,7.72,Books,28,F,Divorced,Low,3826.0,2022-08-30,Inquiry,Unresolved,2023-07-16,26,Online Banking,1
272,3651,2022-01-17,7.72,Books,28,F,Divorced,Low,3874.0,2022-12-18,Feedback,Unresolved,2023-07-16,26,Online Banking,1
272,3102,2022-07-04,101.13,Electronics,28,F,Divorced,Low,3826.0,2022-08-30,Inquiry,Unresolved,2023-07-16,26,Online Banking,1
272,3102,2022-07-04,101.13,Electronics,28,F,Divorced,Low,3874.0,2022-12-18,Feedback,Unresolved,2023-07-16,26,Online Banking,1
272,6310,2022-05-18,24.07,Clothing,28,F,Divorced,Low,3826.0,2022-08-30,Inquiry,Unresolved,2023-07-16,26,Online Banking,1
272,6310,2022-05-18,24.07,Clothing,28,F,Divorced,Low,3874.0,2022-12-18,Feedback,Unresolved,2023-07-16,26,Online Banking,1
272,6360,2022-09-18,252.9,Books,28,F,Divorced,Low,3826.0,2022-08-30,Inquiry,Unresolved,2023-07-16,26,Online Banking,1
272,6360,2022-09-18,252.9,Books,28,F,Divorced,Low,3874.0,2022-12-18,Feedback,Unresolved,2023-07-16,26,Online Banking,1
272,4489,2022-09-19,377.43,Groceries,28,F,Divorced,Low,3826.0,2022-08-30,Inquiry,Unresolved,2023-07-16,26,Online Banking,1
272,4489,2022-09-19,377.43,Groceries,28,F,Divorced,Low,3874.0,2022-12-18,Feedback,Unresolved,2023-07-16,26,Online Banking,1
272,5053,2022-06-22,120.92,Books,28,F,Divorced,Low,3826.0,2022-08-30,Inquiry,Unresolved,2023-07-16,26,Online Banking,1
272,5053,2022-06-22,120.92,Books,28,F,Divorced,Low,3874.0,2022-12-18,Feedback,Unresolved,2023-07-16,26,Online Banking,1
272,7061,2022-02-26,7.11,Books,28,F,Divorced,Low,3826.0,2022-08-30,Inquiry,Unresolved,2023-07-16,26,Online Banking,1
272,7061,2022-02-26,7.11,Books,28,F,Divorced,Low,3874.0,2022-12-18,Feedback,Unresolved,2023-07-16,26,Online Banking,1
273,2718,2022-11-17,230.04,Electronics,45,F,Single,High,NoInteraction,,None,None,2023-08-30,40,Mobile App,0
273,7573,2022-09-06,345.79,Clothing,45,F,Single,High,NoInteraction,,None,None,2023-08-30,40,Mobile App,0
273,5870,2022-07-05,273.82,Books,45,F,Single,High,NoInteraction,,None,None,2023-08-30,40,Mobile App,0
273,6743,2022-12-03,31.8,Books,45,F,Single,High,NoInteraction,,None,None,2023-08-30,40,Mobile App,0
273,2596,2022-04-21,389.51,Clothing,45,F,Single,High,NoInteraction,,None,None,2023-08-30,40,Mobile App,0
273,3747,2022-05-30,267.26,Clothing,45,F,Single,High,NoInteraction,,None,None,2023-08-30,40,Mobile App,0
273,9923,2022-09-25,24.61,Electronics,45,F,Single,High,NoInteraction,,None,None,2023-08-30,40,Mobile App,0
274,4987,2022-03-09,331.14,Clothing,63,F,Widowed,Low,4097.0,2022-06-08,Feedback,Unresolved,2023-01-24,35,Online Banking,0
274,4178,2022-08-21,203.76,Furniture,63,F,Widowed,Low,4097.0,2022-06-08,Feedback,Unresolved,2023-01-24,35,Online Banking,0
274,8384,2022-05-29,267.86,Electronics,63,F,Widowed,Low,4097.0,2022-06-08,Feedback,Unresolved,2023-01-24,35,Online Banking,0
274,5070,2022-01-08,314.57,Books,63,F,Widowed,Low,4097.0,2022-06-08,Feedback,Unresolved,2023-01-24,35,Online Banking,0
275,1456,2022-01-02,84.12,Groceries,25,F,Divorced,Low,9437.0,2022-05-17,Feedback,Resolved,2023-06-15,3,Website,0
275,1456,2022-01-02,84.12,Groceries,25,F,Divorced,Low,5075.0,2022-05-30,Inquiry,Unresolved,2023-06-15,3,Website,0
275,1464,2022-06-06,197.17,Clothing,25,F,Divorced,Low,9437.0,2022-05-17,Feedback,Resolved,2023-06-15,3,Website,0
275,1464,2022-06-06,197.17,Clothing,25,F,Divorced,Low,5075.0,2022-05-30,Inquiry,Unresolved,2023-06-15,3,Website,0
275,1255,2022-05-29,324.5,Groceries,25,F,Divorced,Low,9437.0,2022-05-17,Feedback,Resolved,2023-06-15,3,Website,0
275,1255,2022-05-29,324.5,Groceries,25,F,Divorced,Low,5075.0,2022-05-30,Inquiry,Unresolved,2023-06-15,3,Website,0
276,4205,2022-09-02,499.86,Books,57,F,Single,Low,NoInteraction,,None,None,2023-06-02,26,Online Banking,1
276,2030,2022-03-16,301.46,Electronics,57,F,Single,Low,NoInteraction,,None,None,2023-06-02,26,Online Banking,1
276,4820,2022-09-10,337.18,Groceries,57,F,Single,Low,NoInteraction,,None,None,2023-06-02,26,Online Banking,1
276,6755,2022-03-13,285.56,Furniture,57,F,Single,Low,NoInteraction,,None,None,2023-06-02,26,Online Banking,1
276,4108,2022-09-30,473.78,Groceries,57,F,Single,Low,NoInteraction,,None,None,2023-06-02,26,Online Banking,1
276,1364,2022-06-15,66.59,Books,57,F,Single,Low,NoInteraction,,None,None,2023-06-02,26,Online Banking,1
276,4529,2022-09-29,105.27,Books,57,F,Single,Low,NoInteraction,,None,None,2023-06-02,26,Online Banking,1
277,8954,2022-01-24,78.86,Electronics,39,F,Single,High,NoInteraction,,None,None,2023-07-06,33,Mobile App,0
277,4334,2022-06-20,80.51,Electronics,39,F,Single,High,NoInteraction,,None,None,2023-07-06,33,Mobile App,0
277,4773,2022-07-07,243.28,Furniture,39,F,Single,High,NoInteraction,,None,None,2023-07-06,33,Mobile App,0
